year,serial,hwtsupp,region,statefip,county,ownershp,phone,month,pernum,wtsupp,famsize,nchild,nchlt5,eldch,age,sex,race,marst,educ,empstat,labforce,occ,ind,wkswork1,hrswork,incwage,poverty,vetstat,health,migsta1,whymove,migrate1
2012,88548,2119.95,Pacific Division,California,6059,Owned or being bought,"Yes, phone in household",March,2,2119.95,4 family members present,2,No children under age 5,13,41,Male,Asian only,"Married, spouse present",Bachelor's degree,"Unemployed, experienced worker","Yes, in the labor force",8760,3960,1 week,NIU,100,Below poverty,No service,Good,Same house,NIU,Same house
2012,27047,2839.5601,East North Central Division,Michigan,26125,Owned or being bought,"Yes, phone in household",March,2,2839.5601,2 family members present,0 children present,No children under age 5,NIU,64,Female,White,"Married, spouse present",Bachelor's degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,72663,687.46002,Mountain Division,Montana,0,Owned or being bought,"Yes, phone in household",March,2,687.46002,2 family members present,0 children present,No children under age 5,NIU,57,Female,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",430,770,40 weeks,5 hours,0,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,22882,1918.46,East North Central Division,Indiana,18081,Owned or being bought,"Yes, phone in household",March,5,1488.47,5 family members present,0 children present,No children under age 5,NIU,4,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,63342,1827.1,East South Central Division,Mississippi,0,Owned or being bought,"Yes, phone in household",March,1,1827.1,2 family members present,0 children present,No children under age 5,NIU,64,Female,White,"Married, spouse present","Associate's degree, academic program",Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Fair,Same house,NIU,Same house
2012,20899,1474.0699,East North Central Division,Ohio,39035,Owned or being bought,"Yes, phone in household",March,3,1675.66,4 family members present,0 children present,No children under age 5,NIU,21,Male,White,Never married/single,Some college but no degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,23159,2041.45,East North Central Division,Indiana,0,Owned or being bought,"Yes, phone in household",March,5,1845.25,5 family members present,0 children present,No children under age 5,NIU,14,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Good,Same house,NIU,Same house
2012,21025,1629.34,East North Central Division,Ohio,0,Owned or being bought,"Yes, phone in household",March,2,2294.0801,2 family members present,0 children present,No children under age 5,NIU,15,Male,White-Black,Never married/single,Grade 9,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,1485,614.01001,New England Division,Maine,0,With cash rent,"Yes, phone in household",March,2,614.01001,1 family member present,0 children present,No children under age 5,NIU,30,Male,White,Never married/single,Bachelor's degree,At work,"Yes, in the labor force",8740,7480,52 weeks,40 hours,28000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,52482,1127.91,South Atlantic Division,South Carolina,45091,With cash rent,"Yes, phone in household",March,1,1127.91,3 family members present,1 child present,No children under age 5,16,51,Male,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",3930,8190,52 weeks,40 hours,25000,150 percent and above the low-income level,Yes,Poor,Same house,NIU,Same house
2012,21228,1472.02,East North Central Division,Ohio,39049,With cash rent,"Yes, phone in household",March,2,1472.02,8 family members present,6,2,12,48,Male,Black/Negro,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",9120,8470,26 weeks,30 hours,8000,Below poverty,No service,Excellent,Same house,NIU,Same house
2012,5012,143.89999,New England Division,Vermont,0,With cash rent,"Yes, phone in household",March,1,143.89999,1 family member present,0 children present,No children under age 5,NIU,43,Male,White,Never married/single,Master's degree,"Unemployed, experienced worker","Yes, in the labor force",4060,8680,22 weeks,NIU,9600,100-124 percent of the low-income level,No service,Very good,Same house,NIU,Same house
2012,88915,1355.54,Pacific Division,California,6059,With cash rent,"Yes, phone in household",March,5,1310.3199,7 family members present,0 children present,No children under age 5,NIU,66,Female,White,Never married/single,None or preschool,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Poor,Same house,NIU,Same house
2012,51262,1733.53,South Atlantic Division,North Carolina,0,No cash rent,"Yes, phone in household",March,1,1733.53,3 family members present,1 child present,No children under age 5,13,46,Female,White,"Married, spouse present","Associate's degree, academic program",At work,"Yes, in the labor force",2200,7880,52 weeks,40 hours,33000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,14938,1708.25,Middle Atlantic Division,New Jersey,34003,Owned or being bought,"Yes, phone in household",March,3,1646.13,4 family members present,0 children present,No children under age 5,NIU,17,Female,White,Never married/single,"12th grade, no diploma",Not in labor force,"No, not in the labor force",0,0,2 weeks,NIU,100,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,40779,1518.98,West North Central Division,Kansas,20173,Owned or being bought,"Yes, phone in household",March,2,1518.98,2 family members present,0 children present,No children under age 5,NIU,29,Female,White,"Married, spouse present","Associate's degree, academic program",At work,"Yes, in the labor force",5600,1170,52 weeks,44 hours,38000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,77932,829.35999,Mountain Division,Colorado,8123,Owned or being bought,"Yes, phone in household",March,1,829.35999,4 family members present,2,No children under age 5,16,54,Male,White,"Married, spouse present",Bachelor's degree,At work,"Yes, in the labor force",710,7890,48 weeks,40 hours,111000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,4840,263.54001,New England Division,Vermont,0,Owned or being bought,"Yes, phone in household",March,1,263.54001,2 family members present,0 children present,No children under age 5,NIU,78,Male,White,"Married, spouse present",Bachelor's degree,Not in labor force,"No, not in the labor force",0,0,52 weeks,NIU,7000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,57830,2025.74,South Atlantic Division,Florida,12095,With cash rent,"Yes, phone in household",March,3,2603.4099,4 family members present,0 children present,No children under age 5,NIU,24,Male,White,Never married/single,Some college but no degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,93719,1679.17,Pacific Division,California,6107,With cash rent,"Yes, phone in household",March,3,1979.04,7 family members present,0 children present,No children under age 5,NIU,21,Female,White,Never married/single,Some college but no degree,Not in labor force,"No, not in the labor force",0,0,40 weeks,NIU,4000,Below poverty,No service,Very good,Same house,NIU,Same house
2012,88075,1272.5699,Pacific Division,California,6037,With cash rent,"Yes, phone in household",March,2,1272.5699,7 family members present,5,1 child under age 5,15,34,Male,White,"Married, spouse present",Grades 7 or 8,At work,"Yes, in the labor force",7200,8770,52 weeks,40 hours,25000,Below poverty,No service,Good,Same house,NIU,Same house
2012,93785,2142.71,Pacific Division,California,6107,Owned or being bought,"Yes, phone in household",March,3,1634.1,4 family members present,0 children present,No children under age 5,NIU,10,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,54540,1975.6,South Atlantic Division,Georgia,13151,Owned or being bought,"Yes, phone in household",March,1,1975.6,2 family members present,0 children present,No children under age 5,NIU,52,Female,Asian only,"Married, spouse present",Some college but no degree,At work,"Yes, in the labor force",3255,8190,52 weeks,50 hours,42000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,60347,1631.46,East South Central Division,Kentucky,21067,With cash rent,"Yes, phone in household",March,1,1631.46,2 family members present,0 children present,No children under age 5,NIU,31,Male,White,"Married, spouse present",Bachelor's degree,"Has job, not at work last week","Yes, in the labor force",650,5370,52 weeks,NIU,35000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,94823,437.29999,Pacific Division,Alaska,0,Owned or being bought,"Yes, phone in household",March,1,437.29999,1 family member present,0 children present,No children under age 5,NIU,80,Male,White,Divorced,Master's degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,Yes,Excellent,Same house,NIU,Same house
2012,10338,1204.1899,New England Division,Connecticut,0,Owned or being bought,"Yes, phone in household",March,1,1204.1899,2 family members present,0 children present,No children under age 5,NIU,66,Female,White,"Married, spouse present",Bachelor's degree,At work,"Yes, in the labor force",4720,5380,52 weeks,20 hours,18000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,76751,1760.46,Mountain Division,Colorado,0,Owned or being bought,"Yes, phone in household",March,1,1760.46,1 family member present,0 children present,No children under age 5,NIU,60,Female,White,Divorced,Some college but no degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,125-149 percent of the low-income level,No service,Excellent,Same house,NIU,Same house
2012,15583,1319.47,Middle Atlantic Division,New Jersey,0,With cash rent,"Yes, phone in household",March,1,1319.47,2 family members present,1 child present,1 child under age 5,2,37,Female,White,Divorced,Some college but no degree,At work,"Yes, in the labor force",9120,6180,40 weeks,25 hours,22000,125-149 percent of the low-income level,No service,Excellent,New Jersey,For cheaper housing,Moved within county
2012,75551,315.34,Mountain Division,Wyoming,0,Owned or being bought,"Yes, phone in household",March,1,315.34,1 family member present,0 children present,No children under age 5,NIU,27,Male,White,Never married/single,High school diploma or equivalent,At work,"Yes, in the labor force",9130,380,51 weeks,48 hours,60000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,12837,1370.76,Middle Atlantic Division,New York,36061,With cash rent,"No, no phone available",March,3,1514.5699,4 family members present,0 children present,No children under age 5,NIU,14,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,Below poverty,NIU,Very good,Same house,NIU,Same house
2012,30140,1073.03,East North Central Division,Wisconsin,55073,Owned or being bought,"Yes, phone in household",March,2,1172.8,6 family members present,0 children present,No children under age 5,NIU,39,Female,White,Never married/single,Some college but no degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Fair,Same house,NIU,Same house
2012,19685,2366.9099,East North Central Division,Ohio,0,Owned or being bought,"Yes, phone in household",March,3,1598.48,3 family members present,0 children present,No children under age 5,NIU,2,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,45153,372.10001,South Atlantic Division,District of Columbia,11001,With cash rent,"Yes, phone in household",March,2,372.10001,2 family members present,0 children present,No children under age 5,NIU,31,Female,Asian only,"Married, spouse present",Professional school degree,At work,"Yes, in the labor force",5940,9480,52 weeks,50 hours,105000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,23736,3013.49,East North Central Division,Illinois,0,Owned or being bought,"Yes, phone in household",March,1,3013.49,3 family members present,1 child present,No children under age 5,25,57,Female,White,"Married, spouse present",High school diploma or equivalent,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Poor,Same house,NIU,Same house
2012,8234,271.04999,New England Division,Rhode Island,0,Owned or being bought,"Yes, phone in household",March,1,271.04999,3 family members present,1 child present,No children under age 5,16,49,Female,White,"Married, spouse present",Bachelor's degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,70225,1903.52,West South Central Division,Texas,0,Owned or being bought,"Yes, phone in household",March,2,1903.52,3 family members present,1 child present,No children under age 5,8,44,Male,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",4700,4670,52 weeks,60 hours,26000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,22304,1553.25,East North Central Division,Indiana,18095,Owned or being bought,"Yes, phone in household",March,2,1698.52,4 family members present,0 children present,No children under age 5,NIU,20,Female,White,Never married/single,Some college but no degree,Not in labor force,"No, not in the labor force",4760,5170,40 weeks,NIU,4000,100-124 percent of the low-income level,No service,Excellent,Same house,NIU,Same house
2012,33085,1355.01,West North Central Division,Iowa,0,Owned or being bought,"Yes, phone in household",March,2,1355.01,2 family members present,0 children present,No children under age 5,NIU,46,Female,White,"Married, spouse present",Bachelor's degree,At work,"Yes, in the labor force",3255,8190,52 weeks,50 hours,95000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,65849,5279.1299,West South Central Division,Louisiana,22051,Owned or being bought,"Yes, phone in household",March,2,5279.1299,1 family member present,0 children present,No children under age 5,NIU,27,Female,White,Never married/single,Some college but no degree,At work,"Yes, in the labor force",310,8680,52 weeks,40 hours,28400,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,40758,1488.1801,West North Central Division,Kansas,20173,Owned or being bought,"Yes, phone in household",March,2,1488.1801,2 family members present,0 children present,No children under age 5,NIU,60,Female,White,"Married, spouse present","Associate's degree, academic program",At work,"Yes, in the labor force",5700,7860,52 weeks,40 hours,21000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,32514,572.17999,West North Central Division,Iowa,0,With cash rent,"Yes, phone in household",March,2,572.17999,3 family members present,1 child present,No children under age 5,15,50,Female,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",7855,1180,52 weeks,35 hours,30000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,15672,1533.99,Middle Atlantic Division,New Jersey,34025,With cash rent,"Yes, phone in household",March,4,1324.54,1 family member present,0 children present,No children under age 5,NIU,25,Female,White,Never married/single,High school diploma or equivalent,"Unemployed, experienced worker","Yes, in the labor force",4110,8680,NIU,NIU,0,Below poverty,No service,Good,Same house,NIU,Same house
2012,11951,1586.17,Middle Atlantic Division,New York,36047,With cash rent,"Yes, phone in household",March,7,2579.1699,8 family members present,1 child present,No children under age 5,14,42,Female,Black/Negro,"Married, spouse absent","Associate's degree, academic program","Unemployed, experienced worker","Yes, in the labor force",2540,7860,32 weeks,NIU,12480,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,66048,3503.24,West South Central Division,Louisiana,22103,Owned or being bought,"Yes, phone in household",March,2,3503.24,1 family member present,0 children present,No children under age 5,NIU,59,Male,White,Divorced,Grade 11,"Has job, not at work last week","Yes, in the labor force",4210,7770,35 weeks,NIU,0,150 percent and above the low-income level,No service,Fair,Louisiana,Other family reason,Moved within county
2012,39242,455.76001,West North Central Division,Nebraska,0,With cash rent,"Yes, phone in household",March,1,455.76001,6 family members present,4,No children under age 5,18,36,Female,Black/Negro,Never married/single,Some college but no degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,93752,1797.0601,Pacific Division,California,6107,Owned or being bought,"Yes, phone in household",March,4,1033.9399,5 family members present,2,No children under age 5,59,80,Male,Asian only,Widowed,"12th grade, no diploma",Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,Yes,Excellent,Same house,NIU,Same house
2012,88962,2713.95,Pacific Division,California,6059,Owned or being bought,"Yes, phone in household",March,1,2713.95,1 family member present,0 children present,No children under age 5,NIU,25,Female,White,Never married/single,Bachelor's degree,"Unemployed, experienced worker","Yes, in the labor force",3930,7680,36 weeks,NIU,8100,Below poverty,No service,Very good,Same house,NIU,Same house
2012,28335,2639.53,East North Central Division,Michigan,26145,Owned or being bought,"Yes, phone in household",March,1,2639.53,5 family members present,2,No children under age 5,21,42,Female,White,Divorced,Bachelor's degree,At work,"Yes, in the labor force",2310,7860,52 weeks,40 hours,35000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,60205,1064.1801,East South Central Division,Kentucky,0,Owned or being bought,"Yes, phone in household",March,1,1064.1801,4 family members present,2,No children under age 5,20,49,Male,White,"Married, spouse present",Some college but no degree,At work,"Yes, in the labor force",4800,3980,52 weeks,45 hours,41000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,61133,3310.21,East South Central Division,Tennessee,0,Owned or being bought,"Yes, phone in household",March,1,3310.21,2 family members present,0 children present,No children under age 5,NIU,62,Female,White,"Married, spouse present",Master's degree,At work,"Yes, in the labor force",2200,7870,52 weeks,1 hour,45000,150 percent and above the low-income level,Yes,Very good,Same house,NIU,Same house
2012,43615,1222.25,South Atlantic Division,Maryland,0,Owned or being bought,"Yes, phone in household",March,3,1059.7,4 family members present,0 children present,No children under age 5,NIU,32,Female,Black/Negro,Divorced,Some college but no degree,At work,"Yes, in the labor force",4620,8590,52 weeks,32 hours,35000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,13140,2025.74,Middle Atlantic Division,New York,36081,Owned or being bought,"Yes, phone in household",March,5,2137.6799,5 family members present,0 children present,No children under age 5,NIU,5,Male,Black/Negro,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,26614,1823.97,East North Central Division,Michigan,26161,Owned or being bought,"Yes, phone in household",March,1,1823.97,4 family members present,2,1 child under age 5,6,36,Male,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",1106,6870,52 weeks,50 hours,120000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,2487,400.91,New England Division,New Hampshire,0,Owned or being bought,"Yes, phone in household",March,3,460.10001,3 family members present,1 child present,No children under age 5,40,75,Male,White,"Married, spouse present",High school diploma or equivalent,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,Yes,Poor,Same house,NIU,Same house
2012,39232,1046.33,West North Central Division,Nebraska,0,Owned or being bought,"Yes, phone in household",March,1,1046.33,4 family members present,2,No children under age 5,28,53,Male,White,"Married, spouse present",Some college but no degree,At work,"Yes, in the labor force",4220,9160,52 weeks,16 hours,35000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,43834,1111.49,South Atlantic Division,Maryland,0,Owned or being bought,"Yes, phone in household",March,2,1216.86,2 family members present,0 children present,No children under age 5,NIU,29,Female,Black/Negro,Never married/single,Professional school degree,At work,"Yes, in the labor force",2100,7270,52 weeks,50 hours,50000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,36632,190.53999,West North Central Division,North Dakota,38017,Owned or being bought,"Yes, phone in household",March,3,235.08,4 family members present,0 children present,No children under age 5,NIU,16,Male,White,Never married/single,Grade 9,"Unemployed, new worker","Yes, in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,NIU,Good,Same house,NIU,Same house
2012,26813,1693.9399,East North Central Division,Michigan,26099,Owned or being bought,"Yes, phone in household",March,1,1693.9399,4 family members present,2,2,2,29,Female,Asian only,"Married, spouse present",Bachelor's degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,28926,1401.74,East North Central Division,Wisconsin,0,With cash rent,"Yes, phone in household",March,2,1595.63,3 family members present,0 children present,No children under age 5,NIU,15,Male,White,Never married/single,Grade 9,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,Below poverty,NIU,Very good,Same house,NIU,Same house
2012,69938,1813.3101,West South Central Division,Texas,0,Owned or being bought,"Yes, phone in household",March,3,1819.52,4 family members present,0 children present,No children under age 5,NIU,6,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,71970,1600.85,West South Central Division,Texas,48215,With cash rent,"Yes, phone in household",March,4,1757.76,4 family members present,0 children present,No children under age 5,NIU,18,Male,White,Never married/single,"12th grade, no diploma",At work,"Yes, in the labor force",4760,5270,22 weeks,4 hours,1000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,94832,291.17999,Pacific Division,Alaska,0,Owned or being bought,"Yes, phone in household",March,1,291.17999,3 family members present,1 child present,No children under age 5,11,54,Male,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",6240,770,24 weeks,40 hours,0,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,4111,320.35999,New England Division,Vermont,0,Owned or being bought,"Yes, phone in household",March,2,320.35999,2 family members present,0 children present,No children under age 5,NIU,49,Female,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",5700,7070,52 weeks,45 hours,35000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,75282,312.72,Mountain Division,Wyoming,0,With cash rent,"Yes, phone in household",March,2,294.51999,4 family members present,2,No children under age 5,25,41,Female,White,"Married, spouse present",Grade 9,"Unemployed, experienced worker","Yes, in the labor force",7750,3190,44 weeks,NIU,20000,150 percent and above the low-income level,No service,Very good,Wyoming,"Wanted to own home, not rent",Moved within county
2012,24472,1456.47,East North Central Division,Illinois,0,Owned or being bought,"Yes, phone in household",March,2,1456.47,2 family members present,0 children present,No children under age 5,NIU,53,Female,White,"Married, spouse present",Bachelor's degree,At work,"Yes, in the labor force",10,7380,52 weeks,50 hours,460000,150 percent and above the low-income level,No service,Excellent,Illinois,Wanted better neighborhood,Moved within county
2012,54560,3544.5701,South Atlantic Division,Georgia,0,Owned or being bought,"Yes, phone in household",March,1,3544.5701,2 family members present,0 children present,No children under age 5,NIU,65,Male,White,"Married, spouse present",High school diploma or equivalent,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,Yes,Good,Same house,NIU,Same house
2012,51313,2166.95,South Atlantic Division,North Carolina,37133,Owned or being bought,"Yes, phone in household",March,5,2062.9199,6 family members present,0 children present,No children under age 5,NIU,5,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,100-124 percent of the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,78777,1228.42,Mountain Division,New Mexico,0,Owned or being bought,"Yes, phone in household",March,2,1115.89,2 family members present,0 children present,No children under age 5,NIU,16,Female,American Indian/Aleut/Eskimo,Never married/single,"12th grade, no diploma",Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,77813,821.09998,Mountain Division,Colorado,8069,With cash rent,"Yes, phone in household",March,1,821.09998,3 family members present,1 child present,1 child under age 5,2,29,Male,White,"Married, spouse present",Some college but no degree,"Unemployed, experienced worker","Yes, in the labor force",4930,6890,NIU,NIU,0,Below poverty,No service,Fair,Same house,NIU,Same house
2012,94237,179.69,Pacific Division,Alaska,0,Owned or being bought,"Yes, phone in household",March,2,179.69,7 family members present,1 child present,No children under age 5,44,73,Female,American Indian/Aleut/Eskimo,"Married, spouse present",Grade 11,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Poor,Same house,NIU,Same house
2012,85522,2443.6399,Pacific Division,Oregon,0,Owned or being bought,"Yes, phone in household",March,2,2443.6399,3 family members present,1 child present,No children under age 5,19,56,Male,White,"Married, spouse present",Bachelor's degree,At work,"Yes, in the labor force",4850,3870,52 weeks,38 hours,10000,150 percent and above the low-income level,Yes,Very good,Same house,NIU,Same house
2012,58537,3566.96,South Atlantic Division,Florida,0,Owned or being bought,"Yes, phone in household",March,1,3566.96,1 family member present,0 children present,No children under age 5,NIU,85,Female,White,Widowed,Bachelor's degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,Below poverty,No service,Good,Same house,NIU,Same house
2012,69344,1966.63,West South Central Division,Texas,0,With cash rent,"Yes, phone in household",March,1,1966.63,4 family members present,2,1 child under age 5,5,29,Female,White,"Married, spouse present",Grade 11,"Unemployed, experienced worker","Yes, in the labor force",4350,5580,NIU,NIU,0,150 percent and above the low-income level,No service,Poor,Same house,NIU,Same house
2012,74663,1088.46,Mountain Division,Idaho,16055,Owned or being bought,"Yes, phone in household",March,2,1088.46,2 family members present,0 children present,No children under age 5,NIU,57,Female,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",5400,8270,52 weeks,26 hours,17912,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,82827,573.59003,Mountain Division,Nevada,0,With cash rent,"Yes, phone in household",March,4,436.51001,5 family members present,0 children present,No children under age 5,NIU,13,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,23951,3188.49,East North Central Division,Illinois,0,With cash rent,"No, no phone available",March,1,3188.49,1 family member present,0 children present,No children under age 5,NIU,50,Female,White,Never married/single,Bachelor's degree,"Unemployed, experienced worker","Yes, in the labor force",725,9170,52 weeks,NIU,40000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,22866,2176.52,East North Central Division,Indiana,18081,Owned or being bought,"Yes, phone in household",March,3,2484.8,6 family members present,0 children present,No children under age 5,NIU,18,Female,White,Never married/single,Grade 11,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,Below poverty,No service,Very good,Same house,NIU,Same house
2012,71774,1457.3199,West South Central Division,Texas,48479,Owned or being bought,"No, no phone available",March,2,1373.2,3 family members present,0 children present,No children under age 5,NIU,19,Male,White,Never married/single,High school diploma or equivalent,At work,"Yes, in the labor force",4760,5170,NIU,20 hours,0,100-124 percent of the low-income level,No service,Very good,Same house,NIU,Same house
2012,79561,1714.8101,Mountain Division,Arizona,4013,Owned or being bought,"Yes, phone in household",March,4,1634.77,4 family members present,1 child present,No children under age 5,42,62,Female,White,Divorced,High school diploma or equivalent,At work,"Yes, in the labor force",3600,8170,52 weeks,20 hours,15000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,79379,1684.59,Mountain Division,Arizona,4013,Owned or being bought,"Yes, phone in household",March,3,1701.1801,5 family members present,0 children present,No children under age 5,NIU,9,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,92239,1894.51,Pacific Division,California,0,Owned or being bought,"Yes, phone in household",March,2,1894.51,2 family members present,0 children present,No children under age 5,NIU,51,Female,Asian only,"Married, spouse present",Bachelor's degree,At work,"Yes, in the labor force",50,7390,52 weeks,40 hours,40000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,78778,760.63,Mountain Division,New Mexico,0,With cash rent,"Yes, phone in household",March,7,1163.86,14 family members present,0 children present,No children under age 5,NIU,16,Male,American Indian/Aleut/Eskimo,Never married/single,Grades 7 or 8,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,NIU,Good,Same house,NIU,Same house
2012,93044,1617.02,Pacific Division,California,0,Owned or being bought,"Yes, phone in household",March,1,1617.02,4 family members present,2,1 child under age 5,6,39,Female,White,"Married, spouse present",Bachelor's degree,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,71412,2060.5801,West South Central Division,Texas,0,With cash rent,"Yes, phone in household",March,1,2060.5801,1 family member present,0 children present,No children under age 5,NIU,46,Female,Black/Negro,Never married/single,Grade 10,At work,"Yes, in the labor force",4610,8370,50 weeks,28 hours,15000,125-149 percent of the low-income level,No service,Good,Same house,NIU,Same house
2012,34071,1443.58,West North Central Division,Missouri,0,Owned or being bought,"Yes, phone in household",March,3,1443.58,1 family member present,0 children present,No children under age 5,NIU,25,Male,White,Never married/single,Some college but no degree,At work,"Yes, in the labor force",6520,3580,52 weeks,40 hours,27000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,84361,1140.09,Pacific Division,Washington,53077,With cash rent,"Yes, phone in household",March,4,1189.29,6 family members present,0 children present,No children under age 5,NIU,13,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,100-124 percent of the low-income level,NIU,Good,Same house,NIU,Same house
